,sentence,word_labels,label
10,"sản_phẩm ổn trong tầm giá , giao hàng nhanh . nhưng quảng_cáo 1 đằng bán hàng 1 nẻo . quảng_cáo là có túi sau nhưng thực_tế là giả túi . sản_phẩm đáng_giá 4 sao nhưng vì quảng_cáo sai sự_thật nên cho 1 sao","O,O,B-PRI,I-PRI,I-PRI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,I-DES,O,O,O,B-DES,I-DES,O,O,B-PRI,O,O,O,O,O,O,O,O,O,O,O",-1
11,giao không đúng mẫu đúng hiệu thì làm_ăn được bao_lâu vậy các em,"O,B-DES,I-DES,I-DES,O,O,O,O,O,O,O,O,O",-1
12,mình đặt không đúng với size của mình là lỗi của mình nhưng mình xin shop đổi size vừa với mình hơn thì shop bảo quần_lót không được đổi,"O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,B-DES,O,O,O",-1
13,hàng không đúng chất_liệu như mô_tả . hàng báo là chất_liệu cotton nhưng nhận hàng chất_liệu toàn nylon . sản_phẩm bảo của may 10 nhưng mác trên quần ghi theo thiết_kế may 10 . có_thể trả lại sản_phẩm không shop ?,"O,O,O,B-DES,O,O,O,O,O,O,B-DES,B-DES,O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O",-1
14,"giao hàng không đúng sản_phẩm đặt_hàng mà không được báo trước , quá thất_vọng","O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
15,để trên ảnh và mô_tả là quần gen cài ba nấc vậy_mà gửi cái quần chẳng ra gì . thời_buổi này mà làm_ăn gian_dối như_vậy thì dẹp_tiệm sớm . mình cũng sẽ không bao_giờ mua hàng tiki nữa,"O,O,O,O,O,O,B-DES,B-DES,I-DES,B-DES,I-DES,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
16,đăng hình thấy đẹp mới mua . ai_ngờ nhận áo thấy thua luôn rồi,"O,O,O,B-DES,O,O,O,O,O,B-DES,O,O,O,O",-1
17,"tạm ổn , chất_liệu vải chưa được như_ý lắm , cần thời_gian để xem chất_lượng sản_phẩm","O,O,O,B-DES,B-DES,O,O,O,O,O,O,O,O,O,O,O",0
18,vải mỏng và dáng xấu . mặc vào nhìn chán không tả nổi,"B-DES,B-DES,O,B-DES,B-DES,O,O,O,O,O,O,O,O",-1
19,không đúng mô_tả . không nhận được tất tặng kèm như quảng_cáo .,"O,O,O,O,O,O,O,O,O,O,O,O,O",-1
20,"hình trên sản_phẩm shop đăng và hàng nhận không giống nhau , đề_nghị tiki giải_quyết","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
21,"quần nói xuất_xứ thái_lan mà trên bao_bì ghi xuất_xứ việt_nam , giới_thiệu hàng_không trung_thực","B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
22,"vải kém , mỏng đường chỉ may không đều , sản_phẩm lỗi nhiều không nên mua","B-DES,O,O,B-DES,B-DES,I-DES,I-DES,O,O,O,B-DES,I-DES,O,O,O,O",-1
23,bán hàng dỏm khong giống như hình . số đo nhỏ hơn size khuyên mọi_người không nên mua của shop nay .,"O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O",-1
24,mua lần đầu rất ổn nhưng mua lần thứ 2 sản_phẩm tệ . chất liệu vải tệ quá mỏng fom không chuẩn đây là sản_phẩm thứ 2 không hài_lòng ở tiki,"O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,O,B-DES,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,O",-1
25,"mình đặt 2 áo , 1 cái thì lộn mẫu đúng size , 1cái thì lộn size đúng mẫu . không biết lên đơn như_thế_nào nữa","O,O,O,B-DES,O,O,O,O,O,O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O",-1
26,"đặt 6 cái áo , đến 4 cái là giao sai mẫu ! không_thể chấp_nhận được !","O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
27,"áo mỏng chất vài dù kém áo có một lớp quá đắt so với tầm giá , chỉ đáng 1 sao","B-DES,B-DES,B-DES,O,O,O,B-DES,O,O,B-DES,O,B-PRI,O,O,B-PRI,I-PRI,O,O,O,O,O",-1
28,quá tệ sai l ma người 42 kg mặc vừa . máy_tay áo nhăn nheo . vai thì mỏng quá thất_vọng phải ra nhà_sách bach đằng mua vừa rẻ ma vừa đẹp,"O,O,O,B-DES,O,O,O,O,O,O,O,O,B-DES,B-DES,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,B-PRI,O,O,B-DES",-1
29,"áo_rộng quá không mặc vừa , cổ thì chật chỉ bị tưa nữa","O,O,O,O,O,O,B-DES,O,B-DES,B-DES,B-DES,I-DES,O",-1
30,sai_số size và không đúng theo những size đã đặt đặt 2 cái xl mà về 1 cái xl còn 1 cái mất số size,"O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,B-DES",-1
31,tệ không nói nỗi nếu sản_phẩm không tốt thì đừng nên bán . bán gì đâu cái quần em bé 3 tháng còn mặc không được . potay,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O",-1
32,"chán chẳng buồn nói , . , ,","O,O,O,O,O,O,O,O",-1
33,mô_tả sản_phẩm size xxl cho cân nặng 79 đến 95kg . nhưng mình mua cho ông_xã mình 74kg không mặc vừa . sản_phẩm rất nhỏ . mình 47kg mặc hơi rộng phần đùi . còn phần lưng quần và chiều dài vừa khít . theo mình quần này vào_khoảng size m . l chứ tuyệt_đối không_thể_nào là 2xxl . có_thể đổi lại không tiki ?,"O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,O,B-DES,I-DES,O,B-DES,I-DES,O,B-DES,O,O,O,B-DES,O,O,B-DES,I-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
34,"giao hàng thì lâu , hàng lúc đóng_gói thì ẩu , gấp hai mặt có sơn lại với nhau nó dính hết lại với nhau , giờ nhìn cái hình nó be_bét chẳng ra hình_thù gì , làm_ăn chán chết !","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O",-1
35,"váy không xoè như hình , vai mỏng , vải may bị nhíu 1 bên không_thể mặc được .","B-DES,B-DES,I-DES,O,O,O,B-DES,B-DES,O,B-DES,O,O,B-DES,O,O,O,O,O,O",-1
36,"giao không đúng mẫu : đặt chất_liệu thun , giao thành kaki mỏng . quần dáng không chuẩn : ống cọc và rất rộng . chỉ thừa nhiều . nói_chung là không hài_lòng .","O,B-DES,I-DES,I-DES,O,O,B-DES,B-DES,O,O,O,B-DES,B-DES,O,B-DES,O,B-DES,I-DES,O,B-DES,I-DES,O,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,O,O",-1
37,"hàng đăng một đường bên giao hàng giao hàng một nẻo , chán tiki !","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
38,nhận 2 cái giống y nhau mà rõ là web ảnh chỉ cùng màu còn kiểu thì khác nhau,"O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O",-1
39,"áo sơ_mi này nằm trong đơn mình đặt gồm 2 sản_phẩm thì 1 áo đem trơn bị giao nhầm thành áo đen in chim cò kín cả áo , còn áo sơ_mi trắng thì chưa giao vậy_mà đã đưa vào đã giao và chờ đánh_giá","B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,B-DES,B-DES,O,O,O,O,O,B-DES,O,O,B-DES,I-DES,B-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
40,"mua 2 quần trả tiền 2 quần xong mở ra bên trong chỉ có một quần , giao sai màu tôi thật_sự rất không hài_lòng và bực_mình","O,O,B-DES,B-PRI,I-PRI,O,B-DES,O,O,O,O,O,O,O,O,B-DES,O,O,O,B-DES,O,O,O,O,O,O,O",-1
41,"mặc vào lộ đường chỉ 2 ống_quần đi xuống hết may chả có tâm , gắn thêm fendi đăng dau lưng cho thiên_hạ cười vô mặt à","O,O,O,B-DES,I-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
42,tui đặt 2 cái nhưng chỉ giao 1 cái là sao làm_ăn như thế_này thì không ai dám đặt_hàng nữa đâu thật thất_vọng tiki bán đồ không hài_lòng,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
43,tôi đặt size 34 nhưng vòng lưng nhỏ hơn quần size 32 của tôi tại nhà . vòng lưng chưa được 80cm . tôi muốn trả lại sản_phẩm,"O,O,B-DES,O,O,B-DES,I-DES,B-DES,O,B-DES,B-DES,O,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O",-1
44,hoá_đơn in màu đỏ đặt_hàng cũng màu đỏ giao màu xanh,"B-PRI,O,B-DES,I-DES,O,O,B-DES,I-DES,O,B-DES,I-DES",-1
45,tôi có mua 1 quần như hình . và chon đúng size thường mặt . là size 28 . nhưng lấy size 28 về mặc không vừa với_lại quần quá ngắn trên đầu_gối và ống_quần thì ôm sát đùi . không_thể mặc được . vậy shop có cho đổi trả không nếu có đổi trả bằng cách nào . tôi mua nhiều lần ở tiki rồi . nếu không cho đổi trả vậy sao tôi dam mua hàng nữa .,"O,O,O,O,B-DES,O,O,O,O,O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,B-DES,O,O,O,B-DES,I-DES,O,B-DES,O,B-DES,I-DES,I-DES,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
46,hàng như lol anh_em đừng nên mua . hàng như đã qua sử_dụng,"O,O,O,O,O,O,O,O,O,O,O,O,O",-1
47,"chăm_sóc khách_hàng tệ , khách_hàng mua rộng nhắn_tin đổi size không thèm trả_lời . hàng cũng không được như hình . cực_kỳ không hài_lòng","O,O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
48,lần đầu mua đồ trên tiki mà thất_vọng vô_cùng đặt màu trắng và be size sao lại gửi cho tôi hai mẫu này size lại to_đùng như đàn_ông mặc . shop có bị mù_màu không vậy,"O,O,O,O,O,O,O,O,O,O,B-DES,I-DES,O,B-DES,B-DES,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O",-1
49,"tôi trả hàng , bên tiki đến nhận hàng , đã lâu sau không thấy hòi âm , trả tiền . tôi gửi mail mấy lần sau không thấy tin . gọi điện nói là trả tiền mà cũng không thấy","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,O,O,O,O",-1
50,mua 2 cai cung sazi mà giao cai nay cai kia khác hiệu luôn,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
51,"rất thất_vọng về sản_phẩm của nhà_cung_cấp này , không mua tiếp nữa","O,O,O,O,O,O,O,O,O,O,O,O",-1
52,"mình mua 2 quần lụa cụt nữ , giao 2 quần thun không đúng sản_phẩm , tôi muốn đổi hàng . 2 quần giao không đẹp . chất lượng kém , không như giới_thiệu","O,O,O,B-DES,B-DES,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,O,O,O",-1
53,quần thì được . mà đuma 4cai đưa 2 màu giống nhau bực_bội .,"B-DES,O,O,O,O,O,O,O,O,B-DES,O,O,O,O",-1
54,"tôi đặt áo bra màu trắng mà shop gửi màu đen , và chất_lượng vải và mút đệm ngực thì quá tệ so với giá tiền của sản_phẩm !","O,O,B-DES,O,B-DES,I-DES,O,O,O,B-DES,I-DES,O,O,O,B-DES,O,B-DES,I-DES,I-DES,O,O,O,O,O,B-PRI,I-PRI,O,O,O",-1
55,đặt mua ba sản_phẩm mà chỉ giao có một . tiki vui_lòng giải_quyết cho khách_hàng về tình_trạng này .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
56,"váy mà ngắn như áo , không_thể mặc được ! đường may cẩu_thả , không thèm máy gập gấu lên . chất phi bóng quá nóng . sản_phẩm tồi , hoàn_toàn không giống như ảnh mô_tả .","B-DES,O,B-DES,O,B-DES,O,O,O,O,O,B-DES,I-DES,B-DES,O,O,O,O,O,B-DES,O,O,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
57,cũng bị y_chang như người mua trước . đặt mẫu này giao mẫu khác,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
58,đặt 3 cái thanh_toán trước luôn . khi nhận được 2 cái . quá thất_vọng,"O,O,O,B-PRI,O,O,O,O,O,O,O,O,O,O,O",-1
59,"giao hàng không đúng mẫu trong hình . chưa dùng nên không biết chất_lượng sao , không kiểm hàng nên giờ cũng lười đổi vì chăng bao_nhiêu","O,O,B-DES,I-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
60,giao không hề đúng mẫu và chất_liệu . đang chỉ_thị 16 nên đổi trả khó vì_vậy thôi giữ luôn chứ phiền_phức . nhà bán cần chú_ý,"O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
61,"tiki đóng_gói đẹp , giao hàng nhanh . tuy_nhiên size không đúng . mình đặt 2 quần size xl nhưng lại giao cả 2 đều mình . không sử_dụng được .","O,O,B-DES,O,O,O,O,O,O,B-DES,I-DES,I-DES,O,O,O,O,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
62,"chưa bao_giờ mua hàng lại thất_vọng như_thế . quảng_cáo là chất mềm mát mà nhận về thì đường may thì xấu_xí , vải toàn nilong . rất khó_chịu khi nhận hàng","O,O,O,O,O,O,O,O,O,O,B-DES,B-DES,I-DES,O,O,O,O,B-DES,I-DES,O,B-DES,O,B-DES,O,B-DES,O,O,O,O,O,O",-1
63,đặt một đằng giao 1 nẻo không có hàng thì liên_hệ khách lấy mẫu nào khách ưng chứ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
64,đặt màu vàng với màu hồng giao 2 vàng shop không tôn_trọng người mua không thèm trả_lời khách,"O,B-DES,I-DES,O,B-DES,I-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O",-1
65,"áo bán khác với áo mẫu , nên không cho kiểm_tra hàng , nói_chung nếu mua quần_áo thì phải cân_nhắc","B-DES,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
66,tiki xem_lại giúp . giao đồ không giống hình_ảnh đặt .,"O,O,O,O,O,O,B-DES,I-DES,I-DES,O,O",-1
67,"đật 2 áo tính tiền 2 áo rồi giao 1 áo , gọi không trả_lời nhắn_tin không bắt máy , shop tưởng tôi ngu hả , chờ từ sáng giờ không giải_quyết mà nhắn lại shop chào chị , chào làm gì , lừa người ta hay gì : ) mua gian bán lận coi_chừng có ngày quả_báo nha","O,O,B-DES,B-PRI,I-PRI,O,B-DES,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
68,bán hàng kiểu gì mua size sao giao l đổi lại thì giao xl bó_tay,"O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,B-DES,O",-1
69,"sản_phẩm không có logo trên cổ áo như hình mô_tả . mở bao_bì ra thấy áo bị cũ dơ , không như kì_vọng","O,O,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O",-1
70,"giao hàng không giống hình trên quảng_cáo , mất niêm tin vào tiki rôi ! quản_lý không tốt","O,O,B-DES,I-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
71,"mẫu kaki trơn mà giao túi hộp , còn joger nữa , không nên mua nhé mọi người .","O,B-DES,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
72,quần thua xa chất_lượng ở chợ anh_em tránh mua quần mặc 2 ngày chưa giặt mà lung_bung ra nếu giặt chắc không còn gì nửa không sao,"B-DES,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
73,"mua về giặt để mặt mà bung hết chỉ 2 bên ống_quần , quá dỏm","O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O",-1
74,"áo thời_trang mà như đồ lao_động . chưa mặc , cúc_bấm đã rơi lung_tung cả 4 , 5 cái . vải thì mỏng .","B-DES,O,O,O,B-DES,I-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O",-1
75,vây thiết_kế rúc rất khoa chịu …,"O,B-DES,O,O,O,O,O",-1
76,"chất_liệu vải nay mặc nóng , với_lại free size ma nhỏ quá không vừa phần ngực","B-DES,B-DES,O,O,O,O,O,B-DES,I-DES,O,B-DES,O,B-DES,I-DES,O,O",0
77,tiki nên xem_lại nhé . hàng_hoá đặt 1 đường giao 1 kiểu thế . đặt tam_giác ra quần_đùi . tin_tưởng không kiểm_tra hàng mà như thế_này .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O",-1
78,"màu sai , kiểu_dáng không giống . 1 sao . shop đưa màu kiểu_dáng hoàn_toàn khác với sản_phẩm nhận được . không hài_lòng , mua 3 sản_phẩm nhưng không giống .","B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,B-DES,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
79,"đặt cái áo size sao mà nhà bán lại gửi áo size l , phía ngoài bao nilong lại dán vào chữ sao .","O,O,B-DES,B-DES,O,O,O,O,O,O,B-DES,B-DES,I-DES,O,O,O,O,B-DES,O,O,O,O,O,O",-1
80,"sản_phẩm chất_lượng không tốt , rất mỏng , rất khác trong hình , đường may sơ xài , dáng áo xấu","O,O,O,O,O,O,B-DES,O,O,O,O,O,O,B-DES,I-DES,O,O,O,B-DES,I-DES,B-DES",-1
81,sao giao hàng không gọi . 2 lần rồi . gửi cho người quen không chịu gọi sao biết để nhận,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
82,"1 trong 5 áo của mình bị rách bên trong , chất ổn , lót trong không cố_định nên sau giặt khó chỉnh","O,O,O,B-DES,O,O,O,B-DES,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O",0
83,chất_lượng quá tồi . mùa về làm giẻ lau nhà cũng không được .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
84,hàng ra màu choe choét mà tiki còn nói không phải hàng lỗi . không được trả hàng . ai chưa mua nên tham_khảo không mang về giặt hỏng hết đống quần_áo . chắc các bình_luận xấu xoá hết rồi . bỏ tiền ra mua cục tức với đống rác về .,"O,B-DES,I-DES,O,O,O,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,B-PRI,I-PRI,O,O,O,O,O,O,O,O,O",-1
85,"mình 48kg , giao size mình mà nhỏ_xíu . đặt màu_da thì nhận hàng nhiều màu . nói_chung không xài được . viền cạnh thô và cứng . nếu được tiki hỗ_trợ cho mình đổi qua sản_phẩm khác .","O,O,O,O,B-DES,O,O,B-DES,O,O,B-DES,O,O,O,B-DES,I-DES,O,O,O,O,O,O,B-DES,I-DES,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
86,"tao thấy mà tao tức á , 169k của tao . chơi cái_trò gì mất_dạy zị ? chơi zị ai đựu ?","O,O,O,O,O,O,O,B-PRI,O,O,O,O,O,O,O,O,O,O,O,O,O,O",1
87,tôi đánh_giá như sau _ áo giao không đúng mẫu như hình .,"O,O,O,O,O,B-DES,O,B-DES,I-DES,I-DES,O,O,O",-1
88,"shop này lấy nhầm hàng giảfake về bán nếu không kịp kiềm_chế chắc là xé luôn . treo đầu dê bán thị heo kinh_doanh thế chắc đăt hàng và lời lớn ( các khách_hàng xem hình_ảnh nhé vạt áo , cúc áo , đường chỉ may , nhãn_mác , còn chỗ nách khuất nữa , tiền mất mua thêm bực_mình ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,B-DES,I-DES,O,B-DES,I-DES,O,B-DES,I-DES,I-DES,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,O,O,O,O,O",-1
89,"sản_phẩm không giống hình , nhận 1 cái quần ống loe , đáy ngắn .","O,B-DES,I-DES,I-DES,O,O,O,O,B-DES,B-DES,I-DES,O,B-DES,I-DES,O",-1
90,"chất vải quá kém , chẳng khác gì quần dùng lao_động . mọi người không nên mua","B-DES,I-DES,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O",-1
91,"tệ hết_mức có_thể , chưa bao_giờ mình mua đồ online mà gặp sản_phẩm kém đến vậy !","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
92,"chưa bao_giờ mua hàng mà muốn đổi trả như lần này . quần giao không đúng mẫu . dáng quá xấu , đũng dài .","O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,I-DES,I-DES,O,O,O,B-DES,O,B-DES,B-DES,O",-1
93,"bình_thường mình mặc size mình còn rộng , nay đặt shop áo size mình mà hình_như shop giao size sao lại còn cắt size trên áo đi để không bị phát_hiện . thất_vọng","O,O,O,B-DES,O,O,B-DES,O,O,O,O,B-DES,B-DES,O,O,O,O,O,B-DES,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O",-1
94,"sản_phẩm đóng_gói ổn . chất_liệu ổn . hài_lòng . bực_mình khi đặt síze xl mà giao 3xl , đã gọi tiki đổi lại sizze nhưng nhận lại sản_phẩm khác vẫn là 3xl . không hiểu khâu check size của shop có vấn_đề gì không . mình chán chả buồn đổi nữa haizzzz","O,O,O,O,B-DES,O,O,O,O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0
95,đặt áo lông_vũ giao áo chần bông . vì lợi_nhuận mà bán như_thế á . áo lông_vũ gì mà nhét đầy một thùng catton bóc băng keo thùng ra đã bung ra ngoài như lò_xo ? sợi bông lòi hẳn ra ngoài .,"O,B-DES,I-DES,O,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
96,vải thì không giống như hình . đường chỉ thì may lệch . nhận áo về thực_sự không hài_lòng,"B-DES,O,B-DES,I-DES,I-DES,I-DES,O,B-DES,I-DES,O,B-DES,I-DES,O,O,B-DES,O,O,O,O",-1
97,màu_sắc và chất_liệu kém không giống như hình quảng_cáo,"B-DES,O,B-DES,O,B-DES,I-DES,I-DES,I-DES,O",-1
98,trên ghi chất_liệu cotton giao thì chất_liệu nỉ ngoài hoạ_tiết giống những gì đã đăng thì còn lại không có gì giống cả,"O,O,B-DES,B-DES,O,O,B-DES,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
99,"váy bị rách , shop cố_ý giao cho khách rồi , chắc mục_đích bán chỉ một lần rồi thôi nè","B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
100,"giao thiếu hàng , đơn hàng của mình 6 mặt_hàng mà chỉ giao 4","O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
101,giao hàng nhanh nhưng sản_phẩm tho khác hình 1 trời 1 vực . nói_chung có cảm_giác bi lừa,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
102,"mình rất không hài_lòng về cách giao hàng , chọn màu xanh mà giao màu đen","O,O,O,O,O,O,O,O,O,O,B-DES,I-DES,O,O,B-DES,I-DES",-1
103,"hình_ảnh chỉ có tính_chất minh_hoạ , thực_tế hàng giao cực_kỳ xấu , không_thể tả , thất_vọng","O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O",-1
104,"tôi mua màu đen thấy đẹp nên đặt thêm hai bộ xám nhưng kiêu mẫu và chất_lượng khác nhau , liên_hệ đổi hàng quá khó_khăn","O,O,B-DES,I-DES,O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
